fixture_id,league,season_id,date_unix,home_id,away_id,home_team,away_team,status,odd_home_d2,odd_draw_d2,odd_away_d2,odd_btts_d2,odd_over25_d2,xg_home_pre,xg_away_pre,ppg_home,ppg_away,datahora,elo_delta,xg_n10_diff,xg_pre_diff,pct_vit_diff,ppg_diff,gols_marc_diff,gols_sof_diff,n10_home,n10_away,elo_home,elo_away,xg_home_n10,xg_away_n10,pct_vit_home,pct_vit_away,gols_marc_home,gols_marc_away,pct_over25_home,pct_over25_away,prob_bc,prob_bf,prob_btts,prob_over25,prob_o05ht,prob_btts_ht,ev_bc_d2,ev_bf_d2,ev_btts_d2,ev_over25_d2,ev_o05ht_d2,ev_btts_ht_d2,ev_bc,odd_home_atual,mov_odd_home,ev_bf,odd_away_atual,mov_odd_away,ev_over25,odd_over25_atual,mov_odd_over25,ev_btts,odd_btts_atual,mov_odd_btts
8255837,Bulgaria_1 First League,15056,1775302200,9985,3612,Arda,Montana,incomplete,1.47,3.78,7.75,0.0,0.0,1.72,1.13,1.46,0.43,2026-04-04 08:30,235.33220671355505,0.4249999999999998,0.5900000000000001,0.5,1.03,1.1,-0.5000000000000001,10,10,1526.913545670545,1341.58133895699,1.473,1.048,0.5,0.0,1.2,0.1,0.3,0.2,0.6991278757440831,0.1127223824095182,0.5394023942481483,0.5693227841745518,0.7294407177227162,0.2078713325453784,0.0277179773438021,-0.1264015363262334,-1.0,-1.0,-1.0,-1.0,0.027717977343802103,1.47,0.0,-0.12640153632623397,7.75,0.0,,,,,,
8255847,Bulgaria_1 First League,15056,1775234700,3606,3629,Lokomotiv Plovdiv,Lokomotiv Sofia 1929,incomplete,2.15,3.1,3.25,0.0,0.0,1.32,1.29,1.79,1.23,2026-04-03 13:45,85.45019748228879,-0.0780000000000002,0.03,-0.1,0.56,-1.1,-0.5,10,10,1526.4885163569916,1491.0383188747028,1.3459999999999996,1.424,0.3,0.4,0.9,2.0,0.3,0.8,0.4323075038414393,0.2852020388742682,0.5381783955864656,0.5062903068156587,0.6934713295955802,0.2078797057885466,-0.0705388667409054,-0.0730933736586281,-1.0,-1.0,-1.0,-1.0,-0.07053886674090559,2.15,0.0,-0.07309337365862834,3.25,0.0,,,,,,
7963502,Croacia_1 HNL,15053,1775232900,1881,1875,Varaždin,Gorica,incomplete,2.1,3.1,3.05,1.85,2.06,1.54,1.46,1.69,1.0,2026-04-03 13:15,77.59684984862838,0.1359999999999999,0.08,0.1,0.69,0.1,0.4000000000000001,10,10,1496.8819269887003,1469.285077140072,1.46,1.324,0.4,0.3,1.3,1.2,0.6,0.5,0.4312619455459182,0.2868675135158053,0.535476107328673,0.4977601646132881,0.6933540243881657,0.1954794808285478,-0.0943499143535716,-0.1250540837767937,-0.0093692014419548,0.0253859391033735,0.4283092902396215,-0.6383629604671863,-0.09434991435357176,2.1,0.0,-0.12505408377679383,3.05,0.0,0.0253859391033735,2.06,0.0,-0.009369201441954855,1.85,0.0
8200629,Espanha_1 La Liga,14956,1775304000,290,292,Real Sociedad,Levante UD,incomplete,0.0,0.0,0.0,0.0,0.0,1.54,1.11,1.71,0.86,2026-04-04 09:00,132.2161214115788,-0.2059999999999999,0.4299999999999999,0.2,0.85,0.7,0.1999999999999999,10,10,1512.2515433653198,1430.035421953741,1.3010000000000002,1.507,0.5,0.3,2.0,1.3,0.8,0.4,0.5170226562238317,0.2496623798108004,0.5545443517865849,0.6125312067833568,0.7497430063914489,0.2206513952448084,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,
8200637,Espanha_1 La Liga,14956,1775242800,291,295,Rayo Vallecano,Elche CF,incomplete,0.0,0.0,0.0,0.0,0.0,1.72,1.01,1.43,0.29,2026-04-03 16:00,91.36582282443852,0.1729999999999998,0.71,0.1,1.14,-0.1,-0.9000000000000001,10,10,1468.660862899167,1427.2950400747284,1.461,1.288,0.2,0.1,1.2,1.3,0.5,0.9,0.5293397692130284,0.2404291452332459,0.5429170790649877,0.5869180316082782,0.737836418410604,0.2236736318354351,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,
8234909,Espanha_2 Segunda Division,15066,1774728000,316,6257,Albacete Balompié,CD Castellón,incomplete,2.55,3.4,2.25,1.55,1.71,1.51,1.59,1.4,1.25,2026-03-28 17:00,38.237384423193134,-0.252,-0.08,0.0999999999999999,0.1499999999999999,-0.3,-0.7000000000000001,10,10,1527.9000963916212,1539.662711968428,1.3969999999999998,1.6489999999999998,0.5,0.4,1.3,1.6,0.3,0.4,0.3594665922390078,0.3548917765265595,0.5511940984471089,0.5332229960942071,0.7110491780422692,0.1979347406264494,-0.0833601897905301,-0.2014935028152409,-0.1456491474069812,-0.0881886766789058,0.2158940944522802,-0.6932011520290035,-0.08336018979053017,2.55,0.0,-0.20149350281524114,2.25,0.0,-0.08818867667890584,1.71,0.0,-0.1456491474069812,1.55,0.0
8234910,Espanha_2 Segunda Division,15066,1775066400,4546,10870,Burgos CF,Ceuta,incomplete,2.01,3.44,3.95,0.0,0.0,1.28,1.09,1.81,0.81,2026-04-01 15:00,104.58191062800712,-0.2520000000000002,0.1899999999999999,0.0999999999999999,1.0,-0.2999999999999998,-1.7999999999999998,10,10,1548.2033790024648,1493.6214683744577,1.1729999999999996,1.4249999999999998,0.5,0.4,1.1,1.4,0.3,0.8,0.4793173775289971,0.2672321586519949,0.557734788026237,0.5749572353790964,0.7336760079978794,0.2347317309842955,-0.0365720711667157,0.0555670266753798,-1.0,-1.0,-1.0,-1.0,-0.0365720711667159,2.01,0.0,0.05556702667537983,3.95,0.0,,,,,,
8235083,Espanha_2 Segunda Division,15066,1775152800,6257,296,CD Castellón,Almería,incomplete,1.73,4.32,4.32,0.0,0.0,1.76,1.49,2.0,1.44,2026-04-02 15:00,25.274863591870144,0.1399999999999999,0.27,-0.1999999999999999,0.56,-0.2999999999999998,0.0,10,10,1539.662711968428,1564.387848376558,1.6489999999999998,1.509,0.4,0.6,1.6,1.9,0.4,0.7,0.3993191723974053,0.3352117486088202,0.5355435640930389,0.5174285133726914,0.7063936105324248,0.2106269633400163,-0.3091778317524888,0.4481147539901033,-1.0,-1.0,-1.0,-1.0,-0.3091778317524889,1.73,0.0,0.44811475399010336,4.32,0.0,,,,,,
8235086,Espanha_2 Segunda Division,15066,1774810800,296,4556,Almería,Real Sociedad II,incomplete,1.56,4.69,5.4,1.67,1.6,1.86,1.36,2.13,0.93,2026-03-29 16:00,110.15338441930794,-0.0599999999999998,0.5,0.0999999999999999,1.1999999999999995,0.2999999999999998,0.0,10,10,1564.387848376558,1504.23446395725,1.509,1.5689999999999995,0.6,0.5,1.9,1.6,0.7,0.4,0.5059459341849396,0.2615507186726768,0.5480053706425804,0.589897438758881,0.7391987538425432,0.2258934079695874,-0.2107243426714942,0.4123738808324548,-0.0848310310268908,-0.0561640979857903,0.1827180061480691,-0.6227580086907891,-0.2107243426714942,1.56,0.0,0.41237388083245485,5.4,0.0,-0.05616409798579036,1.6,0.0,-0.08483103102689082,1.67,0.0
8235093,Espanha_2 Segunda Division,15066,1774710900,297,4546,Real Valladolid,Burgos CF,incomplete,2.15,3.0,3.25,2.1,2.45,1.73,1.02,1.27,1.4,2026-03-28 12:15,-49.703736414564446,0.1780000000000003,0.71,-0.2,-0.1299999999999999,0.3999999999999999,1.6,10,10,1448.4996425879003,1548.2033790024648,1.351,1.1729999999999996,0.3,0.5,1.5,1.1,0.8,0.3,0.3402999934578217,0.4256088461067175,0.5344037510741604,0.5824907995245894,0.7371396375990603,0.1899258438321244,-0.2683550140656834,0.3832287498468318,0.1222478772557369,0.4271024588352441,0.8059921121176978,-0.6011557279525386,-0.2683550140656834,2.15,0.0,0.38322874984683186,3.25,0.0,0.4271024588352441,2.45,0.0,0.12224787725573694,2.1,0.0
8235094,Espanha_2 Segunda Division,15066,1775158200,278,299,Leganés,Real Zaragoza,incomplete,2.01,3.54,3.83,0.0,0.0,1.48,1.28,1.27,1.0,2026-04-02 16:30,71.90689880625905,0.2270000000000001,0.1999999999999999,0.0999999999999999,0.27,0.6000000000000001,0.4,10,10,1468.361245348529,1446.4543465422703,1.393,1.166,0.3,0.2,1.3,0.7,0.4,0.2,0.4503541508442885,0.2720683347172922,0.5366532523243274,0.5180920119760946,0.7069416027758396,0.1926904325518523,-0.0947881568029801,0.0420217219672294,-1.0,-1.0,-1.0,-1.0,-0.09478815680298025,2.01,0.0,0.0420217219672292,3.83,0.0,,,,,,
8235095,Espanha_2 Segunda Division,15066,1775152800,4556,279,Real Sociedad II,SD Eibar,incomplete,2.81,3.35,2.58,0.0,0.0,1.29,1.0,1.63,0.73,2026-04-02 15:00,9.061722470619998,0.3689999999999998,0.29,-0.0999999999999999,0.8999999999999999,0.6000000000000001,0.9,10,10,1504.23446395725,1545.17274148663,1.5689999999999995,1.2,0.5,0.6,1.6,1.0,0.4,0.2,0.3854163215757945,0.3518329588980124,0.5298613765362097,0.4924500521512286,0.6978905688733309,0.2032740835529957,0.0830198636279824,-0.0922709660431277,-1.0,-1.0,-1.0,-1.0,0.08301986362798242,2.81,0.0,-0.0922709660431279,2.58,0.0,,,,,,
8235096,Espanha_2 Segunda Division,15066,1774985400,297,310,Real Valladolid,Cádiz,incomplete,1.75,3.95,4.63,1.72,1.82,1.73,0.96,1.27,1.2,2026-03-31 16:30,64.91178518157972,0.1029999999999999,0.77,0.1999999999999999,0.07,0.9,0.6000000000000001,10,10,1448.4996425879003,1433.5878574063206,1.351,1.248,0.3,0.1,1.5,0.6,0.8,0.4,0.4868465198234807,0.2738865085654534,0.54574591161013,0.6255509456249253,0.7560549299929418,0.1952618682694846,-0.1480185903089087,0.2680945346580492,-0.0613170320305764,0.1385027210373641,0.376019972587154,-0.6641495865764864,-0.14801859030890874,1.75,0.0,0.2680945346580492,4.63,0.0,0.13850272103736416,1.82,0.0,-0.06131703203057648,1.72,0.0
